id,season,matches_played,goals,assists,yellow_cards,red_cards,clean_sheets,win_rate,possession,passing_accuracy,shots_per_game,rating
"1525306_937_78750","Botola Pro 25/26",,0,0,0,0,,,,83.87,,6.8285714285714
"1525306_937_65433","Botola Pro 24/25",,0,0,6,1,,,,80.11,,6.82
"1525306_937_54108","Botola Pro 23/24",,0,1,1,0,,,,74.07,,6.64375
"1140911_937_78750","Botola Pro 25/26",,0,0,0,0,,,,81.25,,6.5
"1140911_16641_69457","Premier League 24/25",,0,0,0,0,,,,,,
"1468076_937_78750","Botola Pro 25/26",,1,0,3,0,,,,80.92,,7.4
"1546502_937_78750","Botola Pro 25/26",,0,1,1,0,,,,80.57,,6.8285714285714
"1546502_937_65433","Botola Pro 24/25",,1,0,3,0,,,,73.98,,6.736
"1546502_937_54108","Botola Pro 23/24",,0,0,4,0,,,,73.3,,6.5666666666667
"919768_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.5
"919768_937_54108","Botola Pro 23/24",,1,1,1,0,,,,71.04,,6.9411764705882
"1140922_937_78750","Botola Pro 25/26",,0,0,1,0,,,,87.69,,6.52
"1140922_937_65433","Botola Pro 24/25",,0,0,0,0,,,,89.13,,7.1
"1140922_937_54108","Botola Pro 23/24",,0,0,1,0,,,,80.85,,6.6357142857143
"1004249_937_78750","Botola Pro 25/26",,0,0,0,0,,,,80,,6.95
"1004249_937_65433","Botola Pro 24/25",,0,0,0,0,,,,85.42,,7.0125
"1004249_937_54108","Botola Pro 23/24",,0,0,2,0,,,,84.14,,6.9666666666667
"919632_1054_34871","CAF Champions League 20/21",,0,0,0,0,,,0,50,,6.4
"1008634_937_78750","Botola Pro 25/26",,0,0,0,0,,,,87.1,,7
"1008634_937_65433","Botola Pro 24/25",,0,0,0,0,,,,83.58,,6.84
"1008634_937_54108","Botola Pro 23/24",,0,0,3,0,,,,81.53,,7.1
"1939981_937_65433","Botola Pro 24/25",,0,2,0,0,,,,68.57,,6.6111111111111
"2051799_937_65433","Botola Pro 24/25",,0,0,0,0,,,,0,,
"2268625_937_78750","Botola Pro 25/26",,0,0,0,0,,,,82.14,,6.4
"2268627_937_78750","Botola Pro 25/26",,0,0,2,0,,,,83.33,,6.5666666666667
"1063163_937_78750","Botola Pro 25/26",,0,0,0,0,,,,66.67,,6.65
"1063163_720_64056","Abissnet Superiore 24/25",,13,1,1,0,,,,79.85,,7.0090909090909
"1063163_182_42272","Ligue 2 22/23",,0,0,0,0,,,2,67.307692307692,,6.55
"2003720_937_78750","Botola Pro 25/26",,3,0,0,0,,,,72.73,,6.85
"2003720_937_65433","Botola Pro 24/25",,1,0,0,0,,,,83.72,,6.8
"2003720_1115_64054","CAF Confederations Cup 24/25",,0,0,0,0,,,0,44.444444444444,,6.7
"1140842_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.7
"1140842_937_65433","Botola Pro 24/25",,0,0,1,0,,,,62.5,,6.56
"1140842_937_54108","Botola Pro 23/24",,0,1,3,0,,,,68.06,,6.58
"1597138_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.4
"1597138_937_65433","Botola Pro 24/25",,3,1,4,0,,,,77.57,,6.7380952380952
"1597138_937_54108","Botola Pro 23/24",,0,0,1,0,,,,65.71,,6.325
"972819_937_78750","Botola Pro 25/26",,0,0,0,0,,,,90.91,,6.6333333333333
"972819_13_56249","World Cup Qual. CAF  2025",,0,0,1,0,,,,,,
"972819_1848_41862","Africa Cup of Nations Qual. 2023",,0,,0,0,,,0,71.428571428571,,6.2
"1597137_937_78750","Botola Pro 25/26",,0,0,2,0,,,,84.25,,6.4666666666667
"1597137_937_65433","Botola Pro 24/25",,0,0,0,0,,,,0,,6.6
"1597137_279_55176","U17 World Championship 2023",,0,,1,0,,,0,70.652173913043,,6.7
"1182630_937_78750","Botola Pro 25/26",,1,0,1,0,,,,62.69,,6.86
"1182630_937_65433","Botola Pro 24/25",,6,4,2,0,,,,65.28,,7.1851851851852
"1182630_937_54108","Botola Pro 23/24",,3,0,3,0,,,,67.96,,6.7333333333333
"864774_937_78750","Botola Pro 25/26",,0,0,0,1,,,,79.59,,6.575
"864774_13_56249","World Cup Qual. CAF  2025",,0,0,0,0,,,,,,
"864774_182_61737","Ligue 2 24/25",,0,0,2,0,,,2,84.383202099738,,6.7928571428571
"997190_937_78750","Botola Pro 25/26",,0,1,0,0,,,,0,,6.9
"997190_724_52544","1. NL 23/24",,1,,2,0,,,,,,
"372340_937_78750","Botola Pro 25/26",,0,0,0,0,,,,84.31,,6.74
"372340_140_72840","CONCACAF Gold Cup 2025",,1,0,2,0,,,0,91.666666666667,,6.7
"372340_140_50492","CONCACAF Gold Cup 2023",,2,0,1,0,,,0,83.673469387755,,7.0333333333333
"1947611_937_65433","Botola Pro 24/25",,0,0,1,0,,,,69.27,,6.5894736842105
"1461782_937_78750","Botola Pro 25/26",,0,0,0,0,,,,76.06,,6.675
"1461782_937_65433","Botola Pro 24/25",,0,1,3,1,,,,76.52,,6.792
"1461782_937_54108","Botola Pro 23/24",,0,1,1,0,,,,87.5,,6.8666666666667
"1182631_937_78750","Botola Pro 25/26",,0,0,0,0,,,,60,,6.675
"1182631_937_65433","Botola Pro 24/25",,2,2,1,0,,,,53.49,,6.785
"1182631_937_54108","Botola Pro 23/24",,1,2,4,0,,,,59.35,,6.7947368421053
"1013197_937_78750","Botola Pro 25/26",,0,0,3,0,,,,80.47,,6.62
"1013197_937_65433","Botola Pro 24/25",,0,0,4,0,,,,84.59,,6.6785714285714
"1013197_937_54108","Botola Pro 23/24",,3,1,7,0,,,,85.04,,6.8379310344828
"1140799_937_78750","Botola Pro 25/26",,0,0,0,0,,,,88.24,,6.9
"1140799_937_65433","Botola Pro 24/25",,2,1,4,0,,,,73.15,,6.6142857142857
"1140799_937_54108","Botola Pro 23/24",,2,1,4,0,,,,72.89,,6.7352941176471
"1525286_937_78750","Botola Pro 25/26",,0,1,0,0,,,,69.08,,7.1666666666667
"1525286_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"1525286_937_54108","Botola Pro 23/24",,0,0,0,0,,,,80,,6.75
"1140843_937_65433","Botola Pro 24/25",,0,0,0,0,,,,67.65,,6.65
"1866207_937_65433","Botola Pro 24/25",,0,0,0,0,,,,60.61,,6.6
"1866207_937_54108","Botola Pro 23/24",,0,0,0,0,,,,0,,6.65
"2065684_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"975173_937_78750","Botola Pro 25/26",,0,0,2,0,,,,78.35,,7.0166666666667
"975173_216_61670","Challenge League 24/25",,4,3,5,0,,,12,77.276908923643,,6.8433333333333
"975173_216_23994","Challenge League 19/20",,3,,2,0,,,,,,
"1634303_937_78750","Botola Pro 25/26",,0,0,1,0,,,,84.16,,6.65
"1634303_183_64124","National 1 24/25",,1,0,4,0,,,,85.38,,6.8421052631579
"1592863_937_78750","Botola Pro 25/26",,0,0,3,0,,,,81.25,,6.4666666666667
"1592863_937_65433","Botola Pro 24/25",,3,0,6,0,,,,77.97,,6.9615384615385
"1592863_937_54108","Botola Pro 23/24",,3,0,2,0,,,,81.46,,6.9619047619048
"988630_937_78750","Botola Pro 25/26",,0,0,0,0,,,,81.58,,6.5
"988630_183_64124","National 1 24/25",,1,0,5,0,,,,82.39,,6.824
"988630_266_52328","Israeli Premier League 23/24",,1,,2,2,,,4,80.134357005758,,6.6833333333333
"1990600_937_78750","Botola Pro 25/26",,0,0,1,0,,,,73.91,,6.475
"1990600_937_65433","Botola Pro 24/25",,0,1,2,0,,,,67.69,,6.6117647058824
"1008871_937_78750","Botola Pro 25/26",,0,0,1,0,,,,79.25,,6.7
"1008871_937_65433","Botola Pro 24/25",,0,0,1,0,,,,79.45,,6.6777777777778
"1008871_937_54108","Botola Pro 23/24",,0,0,2,0,,,,78.84,,6.9222222222222
"1655428_937_78750","Botola Pro 25/26",,0,0,1,0,,,,,,
"1655428_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"1937706_937_78750","Botola Pro 25/26",,0,0,1,0,,,,78,,6.4
"1937706_937_65433","Botola Pro 24/25",,0,0,0,0,,,,60.71,,6.5666666666667
"2046419_937_65433","Botola Pro 24/25",,0,0,2,0,,,,73.13,,6.4333333333333
"1463237_937_78750","Botola Pro 25/26",,0,0,1,0,,,,71.88,,6.6666666666667
"1463237_937_65433","Botola Pro 24/25",,0,0,1,0,,,,75.44,,7.1166666666667
"1463237_937_54108","Botola Pro 23/24",,0,0,2,0,,,,83.33,,7.2333333333333
"1089964_937_65433","Botola Pro 24/25",,0,0,0,0,,,,83.02,,6.82
"1984507_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"2012060_937_65433","Botola Pro 24/25",,0,0,0,0,,,,,,
"1937707_937_65433","Botola Pro 24/25",,0,0,0,0,,,,0,,6.2
"1923951_937_65433","Botola Pro 24/25",,0,0,0,0,,,,0,,
"2169554_937_78750","Botola Pro 25/26",,1,0,1,0,,,,82.35,,6.84
"2169554_453_76095","U-20 World Championship 2025",,0,0,0,0,,,0,58.620689655172,,6.4666666666667
"141072_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.6
"141072_182_61737","Ligue 2 24/25",,7,1,3,1,,,10,69.432918395574,,7.151724137931
"141072_182_52572","Ligue 2 23/24",,9,3,3,1,,,15,66.978609625668,,7.0838709677419
"1484767_937_78750","Botola Pro 25/26",,0,0,0,0,,,,78.95,,6.6
"1870410_937_78750","Botola Pro 25/26",,1,1,3,0,,,,71.43,,6.5875
"1870410_1115_64054","CAF Confederations Cup 24/25",,0,0,0,0,,,0,50,,6.6
"1099412_13_56249","World Cup Qual. CAF  2025",,0,0,2,0,,,,,,
"1099412_1054_64021","CAF Champions League 24/25",,0,0,0,0,,,2,72.368421052632,,6.7333333333333
"1099412_1848_58857","Africa Cup of Nations Qual. 2024",,2,0,0,0,,,1,83.464566929134,,6.975
"919954_937_78750","Botola Pro 25/26",,1,0,2,0,,,,78.79,,6.7375
"919954_937_65433","Botola Pro 24/25",,2,1,1,1,,,,77.84,,6.8695652173913
"919954_937_54108","Botola Pro 23/24",,3,1,3,0,,,,76.72,,6.7862068965517
"1140943_937_78750","Botola Pro 25/26",,0,0,1,0,,,,81.68,,6.8833333333333
"1140943_937_65433","Botola Pro 24/25",,0,0,1,0,,,,89.33,,6.8333333333333
"1140943_937_54108","Botola Pro 23/24",,1,0,2,0,,,,90.3,,6.7666666666667
"1140945_937_78750","Botola Pro 25/26",,3,0,1,0,,,,76.7,,7.15
"1140945_937_65433","Botola Pro 24/25",,5,1,2,0,,,,76.08,,6.8315789473684
"1140945_937_54108","Botola Pro 23/24",,2,2,3,1,,,,79.42,,7.1761904761905
"1596891_937_78750","Botola Pro 25/26",,0,0,2,0,,,,85.04,,6.7875
"1596891_937_54108","Botola Pro 23/24",,0,0,2,0,,,,84.34,,6.8142857142857
"1596891_1115_53523","CAF Confederations Cup 23/24",,0,0,0,0,,,0,100,,6.9
"1471617_937_78750","Botola Pro 25/26",,1,1,2,0,,,,73.91,,6.9333333333333
"1471617_937_65433","Botola Pro 24/25",,3,1,4,0,,,,73.46,,6.8
"1471617_937_54108","Botola Pro 23/24",,2,0,5,0,,,,74.91,,6.7666666666667
"1592653_937_78750","Botola Pro 25/26",,1,0,1,0,,,,57.14,,6.8333333333333
"1592653_937_54108","Botola Pro 23/24",,0,0,0,0,,,,61.54,,6.5
"1592653_16641_69457","Premier League 24/25",,1,3,2,0,,,,,,
"1488437_937_78750","Botola Pro 25/26",,0,0,3,0,,,,77.08,,6.775
"1170665_937_78750","Botola Pro 25/26",,0,0,2,0,,,,68.85,,6.7
"1170665_937_54108","Botola Pro 23/24",,1,1,4,1,,,,76.04,,6.6777777777778
"1170665_1369_39038","UAE League Cup 21/22",,0,0,0,0,,,0,71.428571428571,,6.65
"1140927_937_78750","Botola Pro 25/26",,0,0,1,0,,,,80.77,,6.6
"1140927_937_54108","Botola Pro 23/24",,3,0,1,1,,,,80.17,,6.8
"1494677_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.6
"1006303_937_78750","Botola Pro 25/26",,0,0,1,1,,,,85.96,,6.7857142857143
"1006303_13_56249","World Cup Qual. CAF  2025",,0,0,0,0,,,,,,
"1006303_2120_63548","Saudi 1st Division 24/25",,0,0,3,1,,,,82.37,,6.7214285714286
"1655335_937_54108","Botola Pro 23/24",,0,0,0,0,,,,82.69,,6.78
"1408170_937_78750","Botola Pro 25/26",,0,0,0,0,,,,77.04,,6.7333333333333
"1160527_13_56249","World Cup Qual. CAF  2025",,0,0,2,0,,,,,,
"2169552_937_78750","Botola Pro 25/26",,0,0,0,0,,,,87.93,,6.8666666666667
"1413546_937_78750","Botola Pro 25/26",,0,0,0,0,,,,,,
"1009910_937_65433","Botola Pro 24/25",,0,0,6,0,,,,81.08,,6.8576923076923
"1009910_937_54108","Botola Pro 23/24",,0,0,1,0,,,,81.17,,6.9230769230769
"1519084_937_78750","Botola Pro 25/26",,0,1,1,0,,,,80.26,,6.6833333333333
"2294929_937_78750","Botola Pro 25/26",,0,1,1,0,,,,75.71,,7.14
"2267001_937_78750","Botola Pro 25/26",,0,0,0,1,,,,90,,5.4
"2293695_937_78750","Botola Pro 25/26",,0,0,1,0,,,,0,,6.4
"1140875_937_78750","Botola Pro 25/26",,0,0,0,0,,,,81.25,,7
"919662_1115_44969","CAF Confederations Cup 22/23",,0,0,0,0,,,0,47.058823529412,,6.3
"2169549_937_78750","Botola Pro 25/26",,0,0,1,0,,,,82.76,,7.3
"1095725_937_78750","Botola Pro 25/26",,1,1,2,0,,,,70,,6.7857142857143
"1095725_937_65433","Botola Pro 24/25",,11,3,5,0,,,,70.08,,7.1347826086957
"1095725_637_77585","African Nations Championship 2025",,0,0,1,0,,,0,60,,6.5
"1416350_937_78750","Botola Pro 25/26",,0,0,1,0,,,,0,,6.45
"1416350_937_65433","Botola Pro 24/25",,7,0,6,0,,,,67.77,,6.836
"1416350_937_54108","Botola Pro 23/24",,6,0,7,1,,,,73.3,,6.708
"1471574_937_78750","Botola Pro 25/26",,1,0,0,0,,,,83.33,,6.8285714285714
"1471574_937_65433","Botola Pro 24/25",,7,1,1,0,,,,82.13,,7.2222222222222
"1471574_937_54108","Botola Pro 23/24",,0,0,1,0,,,,90.09,,6.525
"1605031_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,
"1605031_13_56249","World Cup Qual. CAF  2025",,,,,,,,,,,
"1605031_1848_58857","Africa Cup of Nations Qual. 2024",,0,0,0,0,,,0,0,,6.5
"1020959_937_78750","Botola Pro 25/26",,1,1,2,0,,,,68.71,,7.0285714285714
"1020959_937_65433","Botola Pro 24/25",,9,1,8,1,,,,66.83,,7.088
"1020959_937_54108","Botola Pro 23/24",,3,0,12,0,,,,78.65,,6.7962962962963
"1140870_937_78750","Botola Pro 25/26",,0,0,0,1,,,,86.67,,6.2
"1140870_937_65433","Botola Pro 24/25",,3,4,2,0,,,,78.98,,7.2434782608696
"1140870_937_54108","Botola Pro 23/24",,0,0,0,0,,,,81.36,,6.75
"1855780_2063_74632","U20 Africa Cup of Nations 2025",,0,0,0,0,,,,0,,
"1855780_937_65433","Botola Pro 24/25",,0,0,2,0,,,,85.51,,6.7875
"1140933_937_78750","Botola Pro 25/26",,0,0,0,0,,,,70.59,,6.94
"1140933_937_65433","Botola Pro 24/25",,0,0,1,0,,,,75.47,,6.7777777777778
"1140933_937_54108","Botola Pro 23/24",,3,0,6,0,,,,80.62,,7.05
"1004248_937_78750","Botola Pro 25/26",,1,1,1,0,,,,81.5,,7.3142857142857
"1004248_937_65433","Botola Pro 24/25",,3,2,2,0,,,,82.84,,7.2821428571429
"1004248_937_54108","Botola Pro 23/24",,0,0,6,1,,,,89.76,,6.7555555555556
"1140934_937_78750","Botola Pro 25/26",,2,0,0,0,,,,66.2,,6.8428571428571
"1140934_937_65433","Botola Pro 24/25",,1,4,1,0,,,,70.64,,6.9227272727273
"1140934_1054_38336","CAF Champions League 21/22",,0,0,0,0,,,0,75,,6.65
"919485_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.4
"919485_937_65433","Botola Pro 24/25",,1,0,3,0,,,,81.34,,6.78
"919485_937_54108","Botola Pro 23/24",,9,1,4,0,,,,76.09,,7.0130434782609
"1655612_937_78750","Botola Pro 25/26",,1,2,0,0,,,,83.42,,6.9428571428571
"1655612_937_65433","Botola Pro 24/25",,4,0,2,0,,,,80.49,,6.775
"1655612_937_54108","Botola Pro 23/24",,0,1,0,0,,,,84.21,,6.75
"1021152_937_78750","Botola Pro 25/26",,0,0,1,0,,,,65.22,,6.5666666666667
"1021152_937_65433","Botola Pro 24/25",,1,3,4,0,,,,73.66,,6.7222222222222
"1022302_937_78750","Botola Pro 25/26",,0,0,1,0,,,,82.92,,6.9285714285714
"1022302_937_65433","Botola Pro 24/25",,2,0,6,1,,,,82.52,,6.948
"1022302_937_54108","Botola Pro 23/24",,0,1,3,0,,,,81.42,,6.9555555555556
"1112763_937_78750","Botola Pro 25/26",,0,0,1,0,,,,86.79,,6.825
"1112763_937_54108","Botola Pro 23/24",,0,0,3,0,,,,90.54,,7.025
"1112763_16641_69457","Premier League 24/25",,0,0,0,0,,,,,,
"1461307_937_78750","Botola Pro 25/26",,0,0,1,0,,,,90.54,,6.45
"1461307_937_65433","Botola Pro 24/25",,0,1,3,0,,,,87.04,,6.7655172413793
"1461307_937_54108","Botola Pro 23/24",,0,0,1,0,,,,86.75,,6.7923076923077
"1015235_937_78750","Botola Pro 25/26",,0,0,3,1,,,,69.11,,6.5833333333333
"1015235_937_65433","Botola Pro 24/25",,0,6,3,0,,,,75.21,,6.8652173913043
"1015235_937_54108","Botola Pro 23/24",,1,1,3,0,,,,79.42,,6.864
"970834_937_78750","Botola Pro 25/26",,0,0,2,0,,,,79.24,,6.5428571428571
"970834_937_65433","Botola Pro 24/25",,1,2,1,0,,,,74.75,,6.8782608695652
"970834_937_54108","Botola Pro 23/24",,1,2,3,0,,,,79.16,,6.9703703703704
"919942_937_78750","Botola Pro 25/26",,0,0,1,0,,,,78.65,,6.925
"919942_937_65433","Botola Pro 24/25",,2,2,7,1,,,,86.25,,7.1769230769231
"919942_937_54108","Botola Pro 23/24",,1,0,7,0,,,,86.92,,6.9310344827586
"1140857_937_78750","Botola Pro 25/26",,0,0,1,0,,,,85.71,,6.68
"1140857_937_65433","Botola Pro 24/25",,0,0,4,0,,,,81.8,,6.7055555555556
"1140857_937_54108","Botola Pro 23/24",,0,2,4,1,,,,76.52,,6.6857142857143
"1140958_937_78750","Botola Pro 25/26",,0,0,0,0,,,,62.71,,6.8
"1140958_937_65433","Botola Pro 24/25",,1,1,2,0,,,,76.53,,6.9230769230769
"1140958_937_54108","Botola Pro 23/24",,0,1,0,0,,,,78.94,,7.1785714285714
"919749_1054_53661","CAF Champions League 23/24",,0,0,2,0,,,0,71.85628742515,,7.1857142857143
"919749_1115_44969","CAF Confederations Cup 22/23",,0,0,0,0,,,0,73.684210526316,,6.5666666666667
"1212072_937_78750","Botola Pro 25/26",,0,0,0,0,,,,62.07,,6.6
"1212072_937_65433","Botola Pro 24/25",,0,0,2,0,,,,81.82,,6.9941176470588
"1212072_937_54108","Botola Pro 23/24",,0,0,1,0,,,,91.04,,7.3
"1597135_937_78750","Botola Pro 25/26",,0,0,1,0,,,,75,,6.84
"1597135_937_65433","Botola Pro 24/25",,0,0,0,0,,,,74.58,,6.9333333333333
"1597135_279_55176","U17 World Championship 2023",,0,,0,0,,,0,61.146496815287,,7.04
"1112630_131_42258","Eerste Divisie 22/23",,0,0,0,0,,,2,80.645161290323,,6.46
"1112630_131_29187","Eerste Divisie 20/21",,0,,0,0,,,0,80,,6.5
"919685_937_78750","Botola Pro 25/26",,0,0,0,0,,,,75,,6.5625
"919685_1054_24785","CAF Champions League 19/20",,0,0,0,0,,,0,64.705882352941,,6.85
"1525309_937_78750","Botola Pro 25/26",,3,1,2,0,,,,71.64,,6.875
"2267315_937_78750","Botola Pro 25/26",,1,0,2,0,,,,74.47,,7.125
"2267314_937_78750","Botola Pro 25/26",,0,0,0,0,,,,59.46,,6.6
"281093_937_78750","Botola Pro 25/26",,0,1,2,0,,,,72.82,,6.925
"281093_937_65433","Botola Pro 24/25",,0,0,0,0,,,,77.06,,6.5625
"281093_937_54108","Botola Pro 23/24",,0,1,4,0,,,,78.16,,6.9333333333333
"919770_937_78750","Botola Pro 25/26",,3,0,0,0,,,,87.04,,7.0875
"919770_937_65433","Botola Pro 24/25",,2,0,0,0,,,,84.62,,6.6
"919770_1115_44969","CAF Confederations Cup 22/23",,1,0,0,0,,,7,81.756756756757,,6.6666666666667
"2267305_937_78750","Botola Pro 25/26",,1,1,2,1,,,,82.58,,6.88
"2267304_937_78750","Botola Pro 25/26",,0,0,1,1,,,,82.31,,7.0285714285714
"1401968_937_78750","Botola Pro 25/26",,0,0,1,0,,,,80,,7.1
"2267337_937_78750","Botola Pro 25/26",,0,0,0,0,,,,76.34,,7
"2267307_937_78750","Botola Pro 25/26",,0,0,1,1,,,,81.03,,6.56
"2267308_937_78750","Botola Pro 25/26",,0,0,0,0,,,,76.6,,6.6714285714286
"1014435_937_78750","Botola Pro 25/26",,0,1,1,0,,,,83.75,,7.05
"1014435_937_54108","Botola Pro 23/24",,1,1,6,0,,,,90.93,,7.3206896551724
"1014435_16641_69457","Premier League 24/25",,1,0,2,0,,,,,,
"1020321_937_78750","Botola Pro 25/26",,0,0,0,0,,,,0,,6.3
"1020321_16641_69457","Premier League 24/25",,0,0,3,0,,,,,,
"2267303_937_78750","Botola Pro 25/26",,0,0,3,0,,,,68.24,,6.675
