player_id,country_name
865473,"Burkina Faso"
933770,"Morocco"
990661,"Botswana"
359290,"Morocco"
1155867,"Morocco"
249437,"Morocco"
894744,"South Africa"
27714,"Morocco"
1382913,"Brazil"
340547,"Morocco"
1199422,"Brazil"
359278,"Morocco"
1140890,"Morocco"
340511,"Netherlands"
1095732,"Morocco"
1210560,"Morocco"
1863859,"Morocco"
880101,"Morocco"
2142026,"Morocco"
973826,"Brazil"
1140872,"Morocco"
965329,"Belgium"
809290,"Netherlands"
1009188,"Morocco"
970606,"Morocco"
1845545,"Morocco"
2290450,"Morocco"
970630,"Morocco"
1140796,"Morocco"
2021713,"Morocco"
919739,"Morocco"
971037,"Côte d'Ivoire"
986397,"Slovenia"
886363,"Brazil"
1004433,"Morocco"
1474715,"Morocco"
919681,"Morocco"
1094481,"Tunisia"
1407116,"Burundi"
919489,"Morocco"
1476706,"Morocco"
978955,"Morocco"
919533,"Morocco"
1008872,"Morocco"
1416474,"Morocco"
1008631,"Morocco"
1402635,"Morocco"
1894253,"Morocco"
178721,"Morocco"
1518450,"Morocco"
919477,"Morocco"
923882,"Angola"
1444497,"Mauritania"
1008347,"Morocco"
2046059,"Senegal"
2127597,"Morocco"
2120614,"Morocco"
359280,"Morocco"
1401592,"Morocco"
1168800,"Morocco"
1500985,"Morocco"
2121452,"Morocco"
961690,"Netherlands"
544156,"Morocco"
944009,"Botswana"
374560,"Morocco"
1545316,"Morocco"
1528418,"Morocco"
919329,"Morocco"
1140935,"Morocco"
1140855,"Morocco"
1461681,"Morocco"
1461320,"Morocco"
1613042,"Mauritania"
1482836,"Nigeria"
812947,"France"
1008599,"Morocco"
826571,"Italy"
1004523,"Morocco"
316583,"Morocco"
1619134,"Morocco"
1103558,"Morocco"
919474,"Morocco"
1004426,"Morocco"
1011278,"Morocco"
1140820,"Morocco"
1997651,"Morocco"
1845576,"Morocco"
1168800,"Morocco"
1500985,"Morocco"
2121452,"Morocco"
961690,"Netherlands"
544156,"Morocco"
944009,"Botswana"
374560,"Morocco"
1545316,"Morocco"
1528418,"Morocco"
919329,"Morocco"
1140935,"Morocco"
1140855,"Morocco"
1461681,"Morocco"
1461320,"Morocco"
1613042,"Mauritania"
1482836,"Nigeria"
812947,"France"
1008599,"Morocco"
826571,"Italy"
1004523,"Morocco"
316583,"Morocco"
1619134,"Morocco"
1103558,"Morocco"
919474,"Morocco"
1004426,"Morocco"
1011278,"Morocco"
1140820,"Morocco"
1997651,"Morocco"
1845576,"Morocco"
2268623,"Côte d'Ivoire"
1008621,"Morocco"
1016143,"Bolivia"
1186787,"Morocco"
2146456,"Morocco"
796155,"Morocco"
1102955,"Senegal"
544532,"Morocco"
1605928,"Morocco"
797021,"Morocco"
1213240,"Morocco"
970835,"Morocco"
330025,"Nigeria"
1952096,"Morocco"
1008280,"Morocco"
919484,"Morocco"
906597,"Morocco"
970819,"Morocco"
1502265,"Morocco"
1168799,"Morocco"
971021,"Morocco"
970766,"Morocco"
919701,"Morocco"
2022156,"Morocco"
1140885,"Morocco"
1009912,"Morocco"
1168539,"Morocco"
2143826,"Morocco"
1919278,"Morocco"
1404064,"Morocco"
2033440,"Morocco"
1525540,"Morocco"
1140850,"Morocco"
2033781,"Gabon"
2313076,"Morocco"
939864,"Morocco"
919761,"Morocco"
1461306,"Morocco"
884821,"Morocco"
1919308,"Morocco"
1919284,"Morocco"
1632047,"Morocco"
919951,"Morocco"
1020148,"Morocco"
1919295,"Morocco"
1103646,"Mauritania"
919690,"Morocco"
359282,"Morocco"
1009758,"Morocco"
1433799,"Morocco"
1016040,"Morocco"
1525316,"Morocco"
977069,"Morocco"
1140959,"Morocco"
1401580,"Morocco"
1545318,"Morocco"
1924082,"Morocco"
953991,"Morocco"
1919278,"Morocco"
1404064,"Morocco"
2033440,"Morocco"
1525540,"Morocco"
1140850,"Morocco"
2033781,"Gabon"
2313076,"Morocco"
939864,"Morocco"
919761,"Morocco"
919469,"Morocco"
1954173,"Congo Republic"
1140833,"Morocco"
2203635,"Morocco"
1102957,"Senegal"
1155596,"Senegal"
1182584,"Morocco"
845274,"Morocco"
1170317,"Morocco"
978956,"Morocco"
366156,"France"
1114480,"Morocco"
297510,"France"
919532,"Morocco"
1166995,"Mali"
919671,"Morocco"
1823726,"Morocco"
1401535,"Morocco"
934196,"Morocco"
867180,"Tunisia"
1140803,"Morocco"
1095727,"Morocco"
782542,"Morocco"
1014377,"Morocco"
1525293,"Morocco"
970592,"Morocco"
141967,"Morocco"
970755,"Morocco"
1118615,"Morocco"
2265493,"Morocco"
1525321,"Morocco"
1140863,"Morocco"
2161834,"Morocco"
1923105,"Morocco"
2161830,"Morocco"
2161837,"Morocco"
2161838,"Morocco"
2161833,"Morocco"
1103074,"Morocco"
1387222,"Morocco"
1525311,"Morocco"
2161839,"Morocco"
2161841,"Morocco"
2161827,"Morocco"
2161840,"Morocco"
2161842,"Morocco"
2161847,"Morocco"
2161831,"Morocco"
2161829,"Morocco"
2265485,"Morocco"
2265476,"Morocco"
1525302,"Morocco"
1464128,"Mali"
2161828,"Morocco"
1014438,"Morocco"
1004432,"Morocco"
2161824,"Morocco"
2265465,"Morocco"
1140956,"Morocco"
2161843,"Morocco"
2161835,"Morocco"
2161845,"Morocco"
1874639,"Morocco"
1029681,"Senegal"
1404139,"Morocco"
1140816,"Morocco"
2296501,"Morocco"
2125677,"Morocco"
1140961,"Morocco"
912144,"Mauritania"
1525299,"Morocco"
1920160,"Morocco"
1177366,"Morocco"
1140899,"Morocco"
2161836,"Morocco"
2127598,"Morocco"
919555,"Morocco"
2002209,"Mali"
1140962,"Morocco"
1004256,"Morocco"
919738,"Morocco"
1004256,"Morocco"
1004427,"Morocco"
1919273,"Morocco"
1919290,"Morocco"
1919297,"Morocco"
1919330,"Togo"
1919307,"Morocco"
2268400,"Morocco"
794543,"Mauritania"
970634,"Morocco"
1920270,"Morocco"
1916066,"Senegal"
1004247,"Morocco"
1897485,"France"
1014439,"Morocco"
2265920,"Morocco"
788969,"Morocco"
285941,"Belgium"
981300,"Morocco"
1004260,"Morocco"
1185396,"Morocco"
930851,"Côte d'Ivoire"
919527,"Morocco"
1004540,"Morocco"
1004547,"Morocco"
782500,"Morocco"
2050924,"Senegal"
2053850,"France"
2007231,"Morocco"
359288,"Morocco"
882322,"Morocco"
1140920,"Morocco"
1140846,"Morocco"
1919291,"Spain"
1875400,"Morocco"
966618,"Togo"
1107604,"Morocco"
1095734,"Morocco"
1954144,"Morocco"
997038,"Morocco"
1923776,"Morocco"
1095733,"Morocco"
1525284,"Morocco"
1994372,"Morocco"
1140894,"Morocco"
1013427,"Morocco"
1407530,"Morocco"
1942512,"Morocco"
1957278,"Morocco"
1095721,"Morocco"
919342,"Morocco"
919462,"Morocco"
1525294,"Morocco"
1140829,"Morocco"
1095728,"Morocco"
1919276,"Morocco"
1010827,"Morocco"
1457867,"Mali"
1140818,"Morocco"
1525306,"Nigeria"
1140911,"Morocco"
1468076,"Morocco"
1000440,"Morocco"
1546502,"Morocco"
919768,"Morocco"
1140922,"Morocco"
1004249,"Morocco"
919632,"Morocco"
1008634,"Morocco"
1939981,"Morocco"
2268627,"Morocco"
1063163,"France"
2003720,"Cameroon"
1140842,"Morocco"
1597138,"Morocco"
972819,"Benin"
1597137,"Morocco"
1182630,"Morocco"
864774,"Congo Republic"
997190,"Spain"
372340,"Guadeloupe"
1947611,"Morocco"
1461782,"Morocco"
1182631,"Morocco"
1013197,"Morocco"
1140799,"Morocco"
1525286,"Morocco"
1140843,"Morocco"
1140843,"Morocco"
1866207,"Morocco"
2065684,"Morocco"
975173,"Portugal"
1634303,"France"
1592863,"Senegal"
988630,"France"
1990600,"Morocco"
1008871,"Morocco"
1655428,"Morocco"
1937706,"Morocco"
2046419,"Morocco"
1606005,"Morocco"
1463237,"Morocco"
1089964,"Morocco"
1984507,"Morocco"
2143879,"Morocco"
2169554,"Morocco"
141072,"Morocco"
1484767,"Morocco"
1870410,"Senegal"
1525303,"Morocco"
1099412,"Niger"
919954,"Morocco"
1140943,"Morocco"
1140945,"Morocco"
1596891,"Côte d'Ivoire"
1471617,"Morocco"
1592653,"Morocco"
1488437,"Morocco"
1170665,"Morocco"
1140927,"Morocco"
1494677,"Morocco"
1006303,"Kenya"
1655335,"Morocco"
1008879,"Morocco"
1408170,"Morocco"
1160527,"Niger"
1538716,"Senegal"
2169552,"Morocco"
1413546,"Morocco"
1009910,"Morocco"
1519084,"Morocco"
2294929,"Morocco"
2267001,"Morocco"
2293695,"Morocco"
1140875,"Morocco"
919662,"Morocco"
2162072,"Morocco"
2169549,"Morocco"
1095725,"Morocco"
1416350,"Morocco"
1471574,"Morocco"
1605031,"Rwanda"
1020959,"Morocco"
1140870,"Morocco"
1855780,"Morocco"
1140933,"Morocco"
1004248,"Morocco"
1140934,"Morocco"
919485,"Côte d'Ivoire"
1655612,"Morocco"
1021152,"Morocco"
1022302,"Morocco"
1112763,"Morocco"
1461307,"Morocco"
1015235,"Morocco"
970834,"Morocco"
919942,"Morocco"
1140857,"Morocco"
1140958,"Morocco"
919749,"Morocco"
1212072,"Morocco"
1597135,"Morocco"
2142460,"Morocco"
1112630,"Morocco"
919685,"Morocco"
1525309,"Morocco"
2267315,"Morocco"
2267314,"Morocco"
2267339,"Morocco"
281093,"Netherlands"
919770,"Morocco"
2267305,"Morocco"
2267304,"Morocco"
1401968,"Morocco"
2267331,"Morocco"
2267337,"Morocco"
2267307,"Morocco"
2267308,"Morocco"
2267327,"Morocco"
2267329,"Morocco"
2267334,"Morocco"
1014435,"Morocco"
1020321,"Morocco"
2267303,"Morocco"
